Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:01:18,000","00:01:19,000",لا,لا,no,neutral,neutral
"00:01:19,000","00:01:21,000",أنت برجل إيه طيب؟,أنت برجل إيه طيب؟,"Are you a man, ok?",curiosity,mild
"00:01:21,000","00:01:22,000",عذراء,عذراء,virgin,neutral,neutral
"00:01:22,000","00:01:23,000",عذراء,عذراء,virgin,neutral,neutral
"00:01:23,000","00:01:24,000",العذراء,العذراء,virgin,neutral,neutral
"00:01:24,000","00:01:24,000",أنت برجل إيه؟,أنت برجل إيه؟,Are you a man?,curiosity,mild
"00:01:24,000","00:01:25,000",الأسد,الأسد,Lion,neutral,neutral
"00:01:25,000","00:01:28,000",بس هيك فاهمة علي منيها أنا جايب أحكي وأنت فاهمة علي,بس هيك فاهمة علي منيها أنا جايب أحكي وأنت فاهمة علي,"But this is an understanding of me from me, I am going to tell you and you understand me",confusion,moderate
"00:01:28,000","00:01:29,000",فاللهجة لأسد كمان,فاللهجة لأسد كمان,The dialect is for a lion violin,confusion,moderate
"00:01:29,000","00:01:30,000",لماحة,لماحة,خيق,neutral,neutral
"00:01:31,000","00:01:32,000",برجل إيش؟,برجل إيش؟,What is a man?,curiosity,mild
"00:01:32,000","00:01:33,000",الأسد,الأسد,Lion,neutral,neutral
"00:01:33,000","00:01:35,000",أنت كمان مش بتركز من أولها؟,أنت كمان مش بتركز من أولها؟,You also do not focus from the beginning?,annoyance,mild
"00:01:35,000","00:01:36,000",آه بتخوفي شوي الأسد,آه بتخوفي شوي الأسد,Oh my fear of the lion,fear,moderate
"00:01:36,000","00:01:37,000",شوي,شوي,Hasted,confusion,mild
"00:01:37,000","00:01:38,000",طيب أنا عايزة أعرف أنت مين بجد,طيب أنا عايزة أعرف أنت مين بجد,"Ok, I want to know who you are hard",curiosity,moderate
"00:01:38,000","00:01:40,000",مش تونس مش مغرب,مش تونس مش مغرب,Tunish mesh mesh,confusion,mild
"00:01:40,000","00:01:41,000",لا بعيد شوي,لا بعيد شوي,Not far away,neutral,neutral
"00:01:41,000","00:01:42,000",أردن؟,أردن؟,Irnad?,curiosity,mild
"00:01:42,000","00:01:43,000",يعني ممكن,يعني ممكن,It means possible,neutral,neutral
"00:01:43,000","00:01:44,000",من أردن؟,من أردن؟,Who is Jordan?,curiosity,moderate
"00:01:44,000","00:01:45,000",من الأردن نعم,من الأردن نعم,From Jordan yes,neutral,neutral
"00:01:45,000","00:01:46,000",بتعرف إيه أنا اسم الأردن؟,بتعرف إيه أنا اسم الأردن؟,Do you know what I am the name of Jordan?,confusion,moderate
"00:01:46,000","00:01:47,000",لا ما أعرفش,لا ما أعرفش,"No, I don't know",neutral,neutral
"00:01:47,000","00:01:49,000",ما عم بك سمعتي أنا إيه حدا من الأردن؟,ما عم بك سمعتي أنا إيه حدا من الأردن؟,"What are you, I heard what I am from Jordan?",confusion,moderate
"00:01:49,000","00:01:50,000",لا خالص,لا خالص,Not,neutral,neutral
"00:01:50,000","00:01:51,000",ما بتعرفيش حاجة عن الأردن؟,ما بتعرفيش حاجة عن الأردن؟,Do you not know a need for Jordan?,curiosity,mild
"00:01:51,000","00:01:52,000",لا,لا,no,neutral,neutral
"00:01:52,000","00:01:53,000",والله هي مشكلة صراحة,والله هي مشكلة صراحة,"By God, it is a frank problem",disappointment,moderate
"00:01:53,000","00:01:54,000",آخري حدود مصر,آخري حدود مصر,Last Sound Egypt,neutral,neutral
"00:01:54,000","00:01:56,000",طيب أنت عندك كم سنة؟,طيب أنت عندك كم سنة؟,"Ok, how many years are you?",curiosity,mild
"00:01:56,000","00:01:57,000",22 وأنت؟,22 وأنت؟,22 and you?,neutral,neutral
"00:01:57,000","00:01:58,000",آه والله صغيرة,آه والله صغيرة,"Oh, God is small",surprise,mild
"00:01:58,000","00:01:59,000",أنا 27,أنا 27,I am 27,neutral,neutral
"00:01:59,000","00:02:01,000",مش فرق مش كبير يعني,مش فرق مش كبير يعني,مش فرق مش كبير يعني,neutral,neutral
"00:02:01,000","00:02:03,000",حسب الكلام هلأ بيبين معنا,حسب الكلام هلأ بيبين معنا,"According to the speech, I will show us with us",neutral,neutral
"00:02:03,000","00:02:04,000",أوكي نشوف,أوكي نشوف,"OK, we see",neutral,neutral
"00:02:04,000","00:02:05,000",طيب شو بتدرسين؟,طيب شو بتدرسين؟,طيب شو بتدرسين؟,curiosity,mild
"00:02:05,000","00:02:07,000",أنا في كلية حقوق,أنا في كلية حقوق,I am in the College of Law,neutral,neutral
"00:02:07,000","00:02:08,000",حقوق وحامية وهيك؟,حقوق وحامية وهيك؟,Rights and protector,neutral,neutral
"00:02:08,000","00:02:09,000",آه عنيدة,آه عنيدة,Oh stubborn,amusement,mild
"00:02:09,000","00:02:11,000",قانون قضايا ومن بدايتها؟,قانون قضايا ومن بدايتها؟,Cases law and from its beginning?,curiosity,mild
"00:02:11,000","00:02:13,000",لا مين بيحب المشاكل؟,لا مين بيحب المشاكل؟,Who loves problems?,curiosity,mild
"00:02:13,000","00:02:15,000",يعني إحنا هنتمشكل من أولها عشان,يعني إحنا هنتمشكل من أولها عشان,يعني إحنا هنتمشكل من أولها عشان,amusement,mild
"00:02:15,000","00:02:16,000",لا لا أبداً,لا لا أبداً,"No, never",neutral,neutral
"00:02:16,000","00:02:16,000",آه؟,آه؟,Oh?,curiosity,mild
"00:02:16,000","00:02:17,000",أبداً,أبداً,never,neutral,neutral
"00:02:17,000","00:02:18,000",يعني هتكوني سهلة,يعني هتكوني سهلة,"I mean, you will be easy",optimism,mild
"00:02:19,000","00:02:19,000",نعم؟,نعم؟,Yes?,curiosity,mild
"00:02:19,000","00:02:21,000",هتكوني سهلة؟,هتكوني سهلة؟,You will be easy?,curiosity,mild
"00:02:21,000","00:02:23,000",لا لا مش هبسهلة برضه,لا لا مش هبسهلة برضه,"No, no, I will not be satisfied",optimism,moderate
"00:02:23,000","00:02:24,000",طب أنا عندي سؤال,طب أنا عندي سؤال,"Medicine, I have a question",curiosity,mild
"00:02:24,000","00:02:25,000",أنا مش عارف إيش أناديكي مبدئياً,أنا مش عارف إيش أناديكي مبدئياً,I don’t know what to call you in principle,confusion,mild
"00:02:25,000","00:02:27,000",تعالي نختار إيه على أسماء؟,تعالي نختار إيه على أسماء؟,Come choose on names?,curiosity,mild
"00:02:27,000","00:02:27,000",حلو,حلو,sweet,approval,mild
"00:02:27,000","00:02:29,000",بس أسماء أجنبية بقى اللي هو,بس أسماء أجنبية بقى اللي هو,بس أسماء أجنبية بقى اللي هو,neutral,neutral
"00:02:29,000","00:02:29,000",out of the box,out of the box,out of the box,approval,mild
"00:02:29,000","00:02:31,000",أنا بحب الأسماء العربية أكتر صراحة,أنا بحب الأسماء العربية أكتر صراحة,I love Arabic names more frankly,neutral,neutral
"00:02:31,000","00:02:33,000",طيب خلاص أنت اختار وأنا اختار,طيب خلاص أنت اختار وأنا اختار,"Ok, salvation, you choose and I choose",neutral,neutral
"00:02:33,000","00:02:35,000",يعني أنا حاسب ممكن تكوني سارة,يعني أنا حاسب ممكن تكوني سارة,"I mean, I am a computer, you can be pleasant",amusement,mild
"00:02:35,000","00:02:37,000",إنه كانوا يسموني سارة,إنه كانوا يسموني سارة,They called me Sarah,neutral,neutral
"00:02:37,000","00:02:37,000",سارة اسم حلو,سارة اسم حلو,Sarah is a sweet name,approval,mild
"00:02:37,000","00:02:38,000",كانوا يسموني اسم أبشع,كانوا يسموني اسم أبشع,They called me the most heinous name,disgust,moderate
"00:02:38,000","00:02:39,000",شو اسمه؟,شو اسمه؟,What is his name?,curiosity,mild
"00:02:39,000","00:02:40,000",أمورة,أمورة,Illness,disgust,moderate
"00:02:40,000","00:02:40,000",إيه؟,إيه؟,any?,confusion,mild
"00:02:40,000","00:02:42,000",كانوا يسموني أمورة,كانوا يسموني أمورة,They used to call me,neutral,neutral
"00:02:42,000","00:02:42,000",أمورة؟,أمورة؟,Amora?,curiosity,mild
"00:02:42,000","00:02:43,000",أوه,أوه,Oh,neutral,neutral
"00:02:44,000","00:02:45,000",وفي اسم أمورة؟,وفي اسم أمورة؟,And in the name of Amora?,curiosity,mild
"00:02:45,000","00:02:46,000",أنا بعرف هذا وسط,أنا بعرف هذا وسط,I know this medium,realization,mild
"00:02:46,000","00:02:48,000",في أمر في أمر في أمورة,في أمر في أمر في أمورة,In a matter in Amora,neutral,neutral
"00:02:48,000","00:02:49,000",آه في أمر بس أمورة,آه في أمر بس أمورة,"Oh, but it is an issue",neutral,neutral
"00:02:49,000","00:02:50,000",الحمد لله هم صراحة,الحمد لله هم صراحة,"Praise be to God, they are frank",gratitude,mild
"00:02:57,000","00:02:58,000",حسن؟,حسن؟,Good?,curiosity,mild
"00:02:58,000","00:02:59,000",مع أنه بعيد عني شوي بس أوكي,مع أنه بعيد عني شوي بس أوكي,"Although it is far from me, but OK",neutral,neutral
"00:03:01,000","00:03:02,000",لا هاي أول مرة,لا هاي أول مرة,"No, Hi, the first time",nervousness,mild
"00:03:02,000","00:03:03,000",وأنا كمان أول مرة,وأنا كمان أول مرة,I am also the first time,nervousness,mild
"00:03:03,000","00:03:04,000",كيف شايف التجربة؟,كيف شايف التجربة؟,How do you see the experience?,curiosity,mild
"00:03:04,000","00:03:06,000",موترة شوي بصراحة,موترة شوي بصراحة,موترة شوي بصراحة,nervousness,moderate
"00:03:06,000","00:03:06,000",بس يعني,بس يعني,But it means,neutral,neutral
"00:03:06,000","00:03:07,000",هي صعبة شوي صح؟,هي صعبة شوي صح؟,"Is it difficult, right?",curiosity,mild
"00:03:07,000","00:03:09,000",بس حسن بدأت أفك شوي بالكلام,بس حسن بدأت أفك شوي بالكلام,But Hassan started to spoil Shui with words,annoyance,mild
"00:03:09,000","00:03:10,000",هنتعود هنتعود,هنتعود هنتعود,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,annoyance,moderate
"00:03:10,000","00:03:11,000",يلا هلأ منشوف,يلا هلأ منشوف,Come on,neutral,neutral
"00:03:21,000","00:03:22,000",نزلك إيه؟,نزلك إيه؟,What?,confusion,mild
"00:03:22,000","00:03:23,000",نزلي مشروم سوب,نزلي مشروم سوب,Nazi Mushroom Sob,confusion,mild
"00:03:25,000","00:03:25,000",مشروم؟,مشروم؟,The mushrooms?,curiosity,mild
"00:03:25,000","00:03:26,000",آه,آه,Oh,neutral,neutral
"00:03:26,000","00:03:26,000",تحبين؟,تحبين؟,Do you like?,curiosity,mild
"00:03:26,000","00:03:27,000",الحمد لله,الحمد لله,Thank God,gratitude,mild
"00:03:27,000","00:03:28,000",لا لا عندي حسية من مشروم,لا لا عندي حسية من مشروم,"No, I do not have a sense of mushroom",neutral,neutral
"00:03:28,000","00:03:29,000",عنديك حسية من مشروم؟,عنديك حسية من مشروم؟,Do you have a sensory of mushrooms?,curiosity,mild
"00:03:29,000","00:03:30,000",آه,آه,Oh,neutral,neutral
"00:03:30,000","00:03:31,000",وأنا ما بأهبهوش كتير بايضا,وأنا ما بأهبهوش كتير بايضا,I am not very much,neutral,neutral
"00:03:31,000","00:03:32,000",طب تاخد بتاعتي؟,طب تاخد بتاعتي؟,Do you take my goodness?,curiosity,mild
"00:03:32,000","00:03:33,000",إنتي إنتي عنديك إيش؟,إنتي إنتي عنديك إيش؟,What do you have?,curiosity,mild
"00:03:34,000","00:03:35,000",توميتو سوب,توميتو سوب,Tomito Subb,neutral,neutral
"00:03:35,000","00:03:36,000",لطيف,لطيف,Four,neutral,neutral
"00:03:36,000","00:03:37,000",تجربها؟,تجربها؟,Experiences?,curiosity,mild
"00:03:37,000","00:03:38,000",بدل,بدل,Substitute,neutral,neutral
"00:03:38,000","00:03:39,000",عادي والحساسية بتاعتي؟,عادي والحساسية بتاعتي؟,عادي والحساسية بتاعتي؟,curiosity,mild
"00:03:39,000","00:03:41,000",آه صح نسيت أنا,آه صح نسيت أنا,"Oh right, I forgot me",realization,mild
"00:03:41,000","00:03:41,000",أناني,أناني,selfish,disapproval,mild
"00:03:41,000","00:03:42,000",سوري,سوري,Syrian,neutral,neutral
"00:03:42,000","00:03:43,000",لا مش أناني أنا نسيت,لا مش أناني أنا نسيت,"No, I did not forget",neutral,neutral
"00:03:43,000","00:03:43,000",يعني عادي,يعني عادي,"I mean, normal",neutral,neutral
"00:03:43,000","00:03:44,000",طب أدوها و أديها لك,طب أدوها و أديها لك,"Medicine, give it to you",caring,mild
"00:03:44,000","00:03:45,000",مفيش داعي,مفيش داعي,There is no need,neutral,neutral
"00:03:45,000","00:03:46,000",أحرقته ولا إيه؟,أحرقته ولا إيه؟,I burned it or what?,confusion,mild
"00:03:46,000","00:03:48,000",آه أنا نسيت,آه أنا نسيت,"Oh, I forgot",realization,mild
"00:03:48,000","00:03:50,000",فحسيت حالي عملت مشكلة كبيرة,فحسيت حالي عملت مشكلة كبيرة,I felt my current problem,neutral,neutral
"00:03:50,000","00:03:50,000",لا لا لا أبدا,لا لا لا أبدا,"No, no, never",neutral,neutral
"00:03:50,000","00:03:51,000",مفيش مشكلة,مفيش مشكلة,There is no problem,neutral,neutral
"00:03:51,000","00:03:53,000",إنت شايف السيجمنت اللي عندنا إيه؟,إنت شايف السيجمنت اللي عندنا إيه؟,Are you seeing the Segum that we have?,curiosity,mild
"00:03:53,000","00:03:54,000",dream guy و dream girl,dream guy و dream girl,dream guy و dream girl,curiosity,mild
"00:03:54,000","00:03:57,000",احكي لي أكتر عن فتاة أحلامك,احكي لي أكتر عن فتاة أحلامك,Tell me more about your dream girl,curiosity,moderate
"00:03:57,000","00:03:57,000",عارف أن أنتو,عارف أن أنتو,I know that you are,neutral,neutral
"00:03:57,000","00:03:58,000",بتحس إنه ممكن,بتحس إنه ممكن,بتحس إنه ممكن,curiosity,mild
"00:03:58,000","00:04:00,000",عارف أنا برج العذراء بيكي قوي,عارف أنا برج العذراء بيكي قوي,I know I am a strong Virgo,pride,mild
"00:04:00,000","00:04:02,000",عنا مشاكل صراحة و عقد نفسية,عنا مشاكل صراحة و عقد نفسية,About us frank problems and a psychological contract,confusion,moderate
"00:04:02,000","00:04:03,000",إنت معترف؟,إنت معترف؟,Are you recognized?,curiosity,mild
"00:04:03,000","00:04:04,000",عادي كده؟,عادي كده؟,Normal like that?,confusion,mild
"00:04:04,000","00:04:04,000",يعني نعم,يعني نعم,"I mean, yes",neutral,neutral
"00:04:04,000","00:04:05,000",طب جمّل الكلام,طب جمّل الكلام,Medicine of speech,confusion,mild
"00:04:05,000","00:04:07,000",إنه إحنا برج العذراء شوي صعبين,إنه إحنا برج العذراء شوي صعبين,إنه إحنا برج العذراء شوي صعبين,pride,mild
"00:04:07,000","00:04:08,000",بصريحين,بصريحين,Two,neutral,neutral
"00:04:08,000","00:04:09,000",هو أنا ما بجامل كمان,هو أنا ما بجامل كمان,I am not a compliment to violin,confusion,moderate
"00:04:09,000","00:04:10,000",بس مرات تعمل لي,بس مرات تعمل لي,But times you work for me,approval,mild
"00:04:11,000","00:04:12,000",دي حاجة حلوة إنه إنت direct,دي حاجة حلوة إنه إنت direct,This is a sweet need that you are direct,admiration,mild
"00:04:12,000","00:04:14,000",أنا حاسك إنت اللي مش direct,أنا حاسك إنت اللي مش direct,أنا حاسك إنت اللي مش direct,disapproval,mild
"00:04:14,000","00:04:14,000",أنا مش direct؟,أنا مش direct؟,I am not Direct?,confusion,mild
"00:04:14,000","00:04:15,000",تحب تلف و تدوري,تحب تلف و تدوري,You love damage and rotate,disapproval,moderate
"00:04:15,000","00:04:17,000",طب يوليني مش سالكة,طب يوليني مش سالكة,Yulini is not solely,confusion,mild
"00:04:17,000","00:04:19,000",طيب بتحسي حالك سهلة ولا صعبة؟,طيب بتحسي حالك سهلة ولا صعبة؟,"Ok, do you feel easy or difficult?",curiosity,mild
"00:04:19,000","00:04:22,000",easy going بس عندي boundaries,easy going بس عندي boundaries,"Easy Going, but I have Boundaries",,
"00:04:22,000","00:04:23,000",طيب دي أسألك سؤال,طيب دي أسألك سؤال,"Ok, I ask you a question",neutral,neutral
"00:04:23,000","00:04:24,000",إنتي فتاة..,إنتي فتاة..,You are a girl ..,neutral,neutral
"00:04:25,000","00:04:27,000",أوكي دي أسألك سؤال,أوكي دي أسألك سؤال,OKD I ask you a question,neutral,neutral
"00:04:27,000","00:04:28,000",حكي لي الصفات فتاة أحلامك,حكي لي الصفات فتاة أحلامك,Tell me the attributes of your dream girl,curiosity,moderate
"00:04:28,000","00:04:30,000",يكون جدع دي أهم حاجة,يكون جدع دي أهم حاجة,يكون جدع دي أهم حاجة,approval,moderate
"00:04:30,000","00:04:33,000",يكون بيحترمني جداً و يحترم موجودي جداً جداً,يكون بيحترمني جداً و يحترم موجودي جداً جداً,He will respect me very much and respect my very very much,desire,moderate
"00:04:33,000","00:04:35,000",و يكون بيعرف يعبر عن مشاعره,و يكون بيعرف يعبر عن مشاعره,And he will be known to express his feelings,desire,mild
"00:04:35,000","00:04:36,000",أنا ما أعرف شعاري,أنا ما أعرف شعاري,I don't know my logos,confusion,mild
"00:04:37,000","00:04:37,000",أنا تتعلم,أنا تتعلم,I am learning,optimism,mild
"00:04:37,000","00:04:39,000",لما الواحد بيأخذ على الإنسان اللي قدامه,لما الواحد بيأخذ على الإنسان اللي قدامه,لما الواحد بيأخذ على الإنسان اللي قدامه,realization,mild
"00:04:39,000","00:04:41,000",بيبدأ إنه هو open up أكتر,بيبدأ إنه هو open up أكتر,It begins that it is Open up more,optimism,mild
"00:04:41,000","00:04:42,000",بيشارك أكتر مشاعره,بيشارك أكتر مشاعره,He shares the most feelings,caring,mild
"00:04:42,000","00:04:43,000",آه إنتي بلش تساعديني من هسه,آه إنتي بلش تساعديني من هسه,"Oh, you can help me from Hasa",curiosity,mild
"00:04:43,000","00:04:44,000",هنحاول هنحاول,هنحاول هنحاول,We will try to try,optimism,mild
"00:04:44,000","00:04:45,000",حلو,حلو,sweet,admiration,mild
"00:04:45,000","00:04:46,000",طب إنت كشكل,طب إنت كشكل,"Medicine, as a form",confusion,mild
"00:04:46,000","00:04:48,000",متخيل مثلاً فتاة أحلامك عاملة إزاي؟,متخيل مثلاً فتاة أحلامك عاملة إزاي؟,"Imagine, for example, your dream girl is working?",curiosity,moderate
"00:04:48,000","00:04:50,000",أنا بحب البنت تكون جميلة,أنا بحب البنت تكون جميلة,I love the girl to be beautiful,desire,moderate
"00:04:50,000","00:04:54,000",خلينا أحكي يعني ما تكون لون شعرها أشجر,خلينا أحكي يعني ما تكون لون شعرها أشجر,"Let us say, I mean, the color of her hair is tree",curiosity,mild
"00:04:54,000","00:04:55,000",مثلاً,مثلاً,For example,neutral,neutral
"00:04:55,000","00:04:56,000",عيون مش ملونين عادي,عيون مش ملونين عادي,Eyes are not normal colored,curiosity,mild
"00:04:56,000","00:04:58,000",ما أحب العيون مش ملونين,ما أحب العيون مش ملونين,"I don't like the eyes, not colored",disapproval,mild
"00:04:59,000","00:04:59,000",بتلعب جيم,بتلعب جيم,Jim is playing,neutral,neutral
"00:05:00,000","00:05:02,000",شخصيتها مرحة وحلوة يعني,شخصيتها مرحة وحلوة يعني,Her personality is fun and sweet,admiration,moderate
"00:05:02,000","00:05:03,000",هيك يعني,هيك يعني,Heck means,confusion,mild
"00:05:03,000","00:05:04,000",perfect يعني,perfect يعني,Perfect means,admiration,mild
"00:05:04,000","00:05:05,000",مش perfect يعني عادي ممكن,مش perfect يعني عادي ممكن,Not perfect means normal possible,neutral,neutral
"00:05:05,000","00:05:07,000",أنا بالنسبة لي الشخصية مهمة يعني كثير,أنا بالنسبة لي الشخصية مهمة يعني كثير,"For me, I am important for me, I mean a lot",pride,moderate
"00:05:07,000","00:05:08,000",والجمال مهم,والجمال مهم,Beauty is important,desire,moderate
"00:05:08,000","00:05:10,000",بس ما بقدر أشيل هاي أو هاي,بس ما بقدر أشيل هاي أو هاي,But as much as Achille Hai or Hai,confusion,mild
"00:05:10,000","00:05:11,000",إنتي بتلعب جيم؟,إنتي بتلعب جيم؟,Are you playing Jim?,curiosity,mild
"00:05:11,000","00:05:11,000",قليل قوي,قليل قوي,Little,neutral,neutral
"00:05:11,000","00:05:13,000",تهتمين بنظام الأكل تبعك؟,تهتمين بنظام الأكل تبعك؟,"Do you care about the eating system, follow you?",curiosity,mild
"00:05:13,000","00:05:14,000",أو الدايت خلينا أحكي,أو الدايت خلينا أحكي,Or the diet let us tell us,curiosity,mild
"00:05:14,000","00:05:15,000",بص مش دايماً,بص مش دايماً,بص مش دايماً,neutral,neutral
"00:05:15,000","00:05:18,000",يعني الواحد برضو بيجي عليه فترة بيكون عايز يأكل يعني يبسط,يعني الواحد برضو بيجي عليه فترة بيكون عايز يأكل يعني يبسط,يعني الواحد برضو بيجي عليه فترة بيكون عايز يأكل يعني يبسط,desire,mild
"00:05:18,000","00:05:20,000",آه يعني إنتي تخينة شوي؟,آه يعني إنتي تخينة شوي؟,"Oh, I mean, are you cheating a little?",curiosity,mild
"00:05:20,000","00:05:20,000",آه,آه,Oh,neutral,neutral
"00:05:20,000","00:05:21,000",في مشكلة؟,في مشكلة؟,In a problem?,curiosity,mild
"00:05:21,000","00:05:22,000",لا لا أنا بس بسألت,لا لا أنا بس بسألت,"No, I just asked",neutral,neutral
"00:05:22,000","00:05:24,000",أنا بشوف نفسي balanced راضية,أنا بشوف نفسي balanced راضية,I see myself Balanced is satisfied,pride,mild
"00:05:24,000","00:05:26,000",بس أنت يعني جريئ جداً,بس أنت يعني جريئ جداً,But you mean very bold,surprise,mild
"00:05:26,000","00:05:28,000",فيه ولد يسأل بنت سؤال زي ده,فيه ولد يسأل بنت سؤال زي ده,فيه ولد يسأل بنت سؤال زي ده,disapproval,mild
"00:05:28,000","00:05:29,000",حكيت لك إني أنا صريح,حكيت لك إني أنا صريح,I told you that I am honest,pride,mild
"00:05:29,000","00:05:33,000",صريح بس أنا معرفة واش ولا أعرف أي حاجة عنك,صريح بس أنا معرفة واش ولا أعرف أي حاجة عنك,"Fast, but I know, and I do not know anything about you",confusion,mild
"00:05:33,000","00:05:33,000",بس أنا مش عم بس,بس أنا مش عم بس,"But I am not, but",confusion,mild
"00:05:33,000","00:05:36,000",مش خايف إن أنا مثلاً أحكم عليك إن أنت,مش خايف إن أنا مثلاً أحكم عليك إن أنت,"I am not afraid that I am, for example, judge you if you are",neutral,neutral
"00:05:36,000","00:05:39,000",rude أو بجح أو وكح,rude أو بجح أو وكح,"Rude, Juven or C and Coast",disapproval,mild
"00:05:40,000","00:05:41,000",أنا بمزح,أنا بمزح,I am joking,amusement,mild
"00:05:41,000","00:05:43,000",بتمزح إيه إنت سألتني إنت تخينة,بتمزح إيه إنت سألتني إنت تخينة,What do you ask me? You asked me,confusion,mild
"00:05:43,000","00:05:44,000",هلأ أسألك سؤال,هلأ أسألك سؤال,I ask you a question,neutral,neutral
"00:05:44,000","00:05:47,000",الواحد لما يكون بدايت بيحكي كل إشي جدي ولا بيمزح؟,الواحد لما يكون بدايت بيحكي كل إشي جدي ولا بيمزح؟,الواحد لما يكون بدايت بيحكي كل إشي جدي ولا بيمزح؟,curiosity,mild
"00:05:47,000","00:05:48,000",إنت ما كنتش بتمزح دلوقتي,إنت ما كنتش بتمزح دلوقتي,You are not kidding now,annoyance,mild
"00:05:48,000","00:05:49,000",ليه؟,ليه؟,for him?,confusion,mild
